unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,IT	34 	: 	36 	: 	32 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,LT	30 	: 	32 	: 	34 	: 	33 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,LU	20 	: 	23 	: 	73 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,LV	25 	: 	20 	: 	25 	: 	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,MK	: 	: 	26 	: 	32 	: 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,MT	47 	: 	54 	: 	62 	: 	58 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,NL	25 	: 	21 	: 	20 	: 	19 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,NO	17 	: 	18 	: 	13 	: 	18 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,PL	17 	: 	16 	: 	: u	: 	: u	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,PT	27 	: 	34 	: 	29 	: 	26 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,RO	12 	: 	16 	: 	15 	: 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,SE	32 	: 	27 	: 	28 	: 	24 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,SI	17 	: 	13 	: 	28 	: 	25 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,SK	15 	: 	20 	: 	16 	: 	19 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,TR	: 	: 	32 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AESWW,UK	37 	: 	28 	: 	32 	: 	29 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,AT	70 	66 	65 	64 	66 	63 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,BE	72 	67 	68 	64 	62 	66 	71 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,BG	75 	74 	77 	71 	68 	68 	72 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,CY	98 	96 	94 	98 	96 	93 	89 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,CZ	70 	64 	69 	72 	69 	54 	52 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,DE	70 	75 	76 	73 	68 	74 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,DK	70 	71 	69 	72 	70 	75 	75 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EA	68 	71 	71 	67 	66 	68 	64 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EE	76 	75 	74 	66 	70 	67 	73 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EL	89 	88 	96 	86 	85 	92 	90 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,ES	66 	67 	66 	62 	62 	61 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EU15	70 	72 	71 	69 	68 	69 	66 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EU27	70 	72 	71 	69 	68 	68 	66 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,EU28	70 	72 	71 	69 	69 	69 	66 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,FI	65 	70 	68 	66 	65 	67 	63 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,FR	58 	63 	63 	53 	54 	61 	53 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,HR	75 	81 	74 	62 	83 	89 	78 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,HU	70 	67 	67 	66 	67 	64 	70 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,IE	84 	90 	79 	80 	77 	79 	81 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,IS	: 	: 	: 	76 	72 	79 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,IT	71 	72 	72 	64 	71 	64 	65 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,LT	85 	83 	84 	83 	81 	82 	83 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,LU	77 	77 	70 	75 	79 	74 	76 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,LV	68 	76 	72 	72 	74 	76 	71 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,MK	: 	89 	72 	84 	100 	93 	82 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,MT	96 	92 	93 	92 	95 	91 	97 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,NL	77 	75 	70 	73 	73 	67 	69 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,NO	85 	80 	83 	85 	83 	87 	87 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,PL	71 	73 	69 	75 	70 	67 	70 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,PT	61 	62 	60 	62 	60 	47 	50 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,RO	72 	76 	74 	75 	77 	84 	81 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,RS	: 	: 	: 	97 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,SE	77 	69 	72 	70 	72 	72 	69 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,SI	59 	68 	60 	63 	61 	71 	61 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,SK	67 	64 	66 	58 	63 	64 	68 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,TR	83 	86 	86 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AWSELL,UK	79 	77 	74 	78 	78 	73 	74 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,AT	52 	52 	53 	55 	51 	57 	52 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,BE	52 	53 	52 	56 	63 	58 	51 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,BG	31 	31 	33 	39 	34 	43 	38 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,CY	17 	17 	11 	8 	14 	31 	40 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,CZ	52 	59 	58 	60 	56 	78 	76 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,DE	51 	44 	44 	50 	52 	47 	50 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,DK	56 	50 	54 	50 	50 	50 	43 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EA	50 	47 	47 	51 	51 	50 	50 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EE	37 	42 	44 	49 	47 	48 	44 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EL	18 	16 	10 	29 	22 	: u	23 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,ES	50 	50 	49 	50 	50 	50 	46 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EU15	48 	45 	47 	49 	49 	50 	49 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EU27	47 	45 	46 	48 	48 	50 	49 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,EU28	47 	45 	46 	48 	48 	50 	49 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,FI	53 	51 	50 	53 	55 	52 	55 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,FR	56 	52 	54 	59 	58 	54 	60 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,HR	39 	36 	41 	: u	33 	36 	46 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,HU	41 	45 	46 	45 	46 	46 	38 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,IE	53 	51 	44 	74 	56 	41 	42 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,IS	: 	: 	: 	51 	49 	48 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,IT	42 	43 	39 	45 	41 	50 	43 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,LT	29 	34 	36 	37 	35 	39 	45 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,LU	36 	34 	41 	36 	39 	45 	44 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,LV	50 	48 	45 	45 	39 	41 	44 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,MK	: 	21 	31 	21 	14 	35 	: u	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,MT	17 	14 	12 	20 	13 	13 	16 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,NL	45 	44 	47 	43 	44 	53 	45 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,NO	32 	41 	38 	36 	37 	30 	31 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,PL	41 	40 	45 	38 	43 	42 	43 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,PT	55 	54 	56 	57 	52 	62 	57 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,RO	46 	45 	44 	43 	36 	42 	32 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,RS	: 	: 	: 	5 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,SE	50 	51 	47 	53 	46 	52 	52 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,SI	50 	37 	50 	44 	43 	42 	48 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,SK	45 	51 	51 	61 	52 	52 	50 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,TR	33 	33 	38 	: 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_AXSELL,UK	34 	36 	43 	35 	38 	48 	42 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,AT	85 	83 	86 	85 	78 	78 	80 	82 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,BE	95 	95 	97 	97 	98 	99 	81 	92 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,BG	72 	61 	65 	60 	61 	57 	52 	94 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,CY	97 	98 	94 	95 	92 	91 	90 	90 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,CZ	100 	100 	96 	97 	94 	97 	96 	96 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,DE	93 	88 	90 	92 	91 	90 	: u	93 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,DK	96 	98 	97 	94 	92 	93 	85 	90 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EA	88 	86 	87 	86 	86 	88 	87 	90 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EE	85 	85 	79 	87 	85 	94 	92 	94 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EL	90 	91 	84 	84 	80 	78 	68 	87 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,ES	94 	93 	94 	94 	94 	91 	92 	92 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EU15	88 	87 	87 	87 	87 	89 	87 	90 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EU25	: 	: 	: 	: 	: 	: 	: 	91 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EU27	88 	87 	87 	87 	87 	88 	87 	91 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,EU28	88 	87 	87 	87 	87 	88 	87 	91 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,FI	91 	87 	87 	88 	86 	87 	85 	85 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,FR	86 	86 	84 	83 	84 	84 	86 	85 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,HR	98 	100 	98 	: u	: u	85 	84 	95 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,HU	87 	83 	82 	84 	80 	86 	83 	90 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,IE	88 	100 	100 	100 	100 	99 	100 	99 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,IS	: 	: 	: 	69 	69 	92 	: 	84 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,IT	68 	65 	63 	65 	65 	69 	73 	71 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,LT	96 	91 	94 	93 	89 	88 	86 	100 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,LU	70 	65 	67 	53 b	98 	88 	83 	98 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,LV	90 	87 	86 	82 	76 	78 	100 	78 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,MK	: 	42 	53 	61 	65 	88 	65 	95 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,MT	85 	89 	90 	86 	56 	75 	81 	91 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,NL	63 	63 	68 	57 	64 	90 	81 	92 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,NO	95 	97 	93 	92 	92 	90 	87 	92 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,PL	83 	85 	83 	80 	80 	80 	: u	91 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,PT	98 	98 	98 	97 	97 	98 	96 	94 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,RO	97 	100 	96 	95 	92 	88 	98 	88 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,RS	: 	: 	: 	97 	: 	: 	: 	: 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,SE	96 	94 	91 	94 	94 	99 	96 	98 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,SI	79 	67 	77 	87 	79 	81 	84 	86 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,SK	87 	88 	86 	77 	91 	80 	77 	86 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,TR	95 	100 	100 	: 	: 	: 	: 	96 	: 
PC_ENT_AESELL,M_C10_S951_XK,E_ESELL,UK	87 	89 	88 	88 	88 	88 	82 	91 	: 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,AT	: 	: 	: 	: 	: 	: 	: 	: 	48 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,BG	: 	: 	: 	: 	: 	: 	: 	: 	37 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,CY	: 	: 	: 	: 	: 	: 	: 	: 	78 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,CZ	: 	: 	: 	: 	: 	: 	: 	: 	38 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,DE	: 	: 	: 	: 	: 	: 	: 	: 	50 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,DK	: 	: 	: 	: 	: 	: 	: 	: 	22 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EA	: 	: 	: 	: 	: 	: 	: 	: 	42 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EE	: 	: 	: 	: 	: 	: 	: 	: 	41 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,ES	: 	: 	: 	: 	: 	: 	: 	: 	31 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EU25	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EU27	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,EU28	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,FI	: 	: 	: 	: 	: 	: 	: 	: 	23 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,FR	: 	: 	: 	: 	: 	: 	: 	: 	30 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,HU	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,IE	: 	: 	: 	: 	: 	: 	: 	: 	49 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,IT	: 	: 	: 	: 	: 	: 	: 	: 	36 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,LT	: 	: 	: 	: 	: 	: 	: 	: 	43 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,LU	: 	: 	: 	: 	: 	: 	: 	: 	60 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,LV	: 	: 	: 	: 	: 	: 	: 	: 	32 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,MT	: 	: 	: 	: 	: 	: 	: 	: 	64 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,NL	: 	: 	: 	: 	: 	: 	: 	: 	55 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,NO	: 	: 	: 	: 	: 	: 	: 	: 	8 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,PL	: 	: 	: 	: 	: 	: 	: 	: 	29 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,PT	: 	: 	: 	: 	: 	: 	: 	: 	29 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,RO	: 	: 	: 	: 	: 	: 	: 	: 	24 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,SE	: 	: 	: 	: 	: 	: 	: 	: 	32 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,SI	: 	: 	: 	: 	: 	: 	: 	: 	32 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESEU,SK	: 	: 	: 	: 	: 	: 	: 	: 	39 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,AT	: 	: 	: 	: 	: 	: 	: 	: 	91 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,BG	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,CY	: 	: 	: 	: 	: 	: 	: 	: 	72 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,DE	: 	: 	: 	: 	: 	: 	: 	: 	99 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,DK	: 	: 	: 	: 	: 	: 	: 	: 	86 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EA	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EE	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,ES	: 	: 	: 	: 	: 	: 	: 	: 	96 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EU15	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EU25	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EU27	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,EU28	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,FI	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,FR	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,HU	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,IE	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,IT	: 	: 	: 	: 	: 	: 	: 	: 	70 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,LT	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,LU	: 	: 	: 	: 	: 	: 	: 	: 	80 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,LV	: 	: 	: 	: 	: 	: 	: 	: 	95 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,MT	: 	: 	: 	: 	: 	: 	: 	: 	70 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,NL	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,NO	: 	: 	: 	: 	: 	: 	: 	: 	75 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,PL	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,PT	: 	: 	: 	: 	: 	: 	: 	: 	98 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,RO	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,SE	: 	: 	: 	: 	: 	: 	: 	: 	86 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,SI	: 	: 	: 	: 	: 	: 	: 	: 	88 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESHM,SK	: 	: 	: 	: 	: 	: 	: 	: 	97 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,AT	: 	: 	: 	: 	: 	: 	: 	: 	17 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,BG	: 	: 	: 	: 	: 	: 	: 	: 	11 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,CY	: 	: 	: 	: 	: 	: 	: 	: 	49 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,CZ	: 	: 	: 	: 	: 	: 	: 	: 	12 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,DE	: 	: 	: 	: 	: 	: 	: 	: 	26 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,DK	: 	: 	: 	: 	: 	: 	: 	: 	12 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EA	: 	: 	: 	: 	: 	: 	: 	: 	29 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EE	: 	: 	: 	: 	: 	: 	: 	: 	15 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,ES	: 	: 	: 	: 	: 	: 	: 	: 	16 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EU15	: 	: 	: 	: 	: 	: 	: 	: 	28 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EU25	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EU27	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	27 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,FR	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,HU	: 	: 	: 	: 	: 	: 	: 	: 	13 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,IE	: 	: 	: 	: 	: 	: 	: 	: 	29 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,IT	: 	: 	: 	: 	: 	: 	: 	: 	43 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,LT	: 	: 	: 	: 	: 	: 	: 	: 	29 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,LU	: 	: 	: 	: 	: 	: 	: 	: 	21 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,LV	: 	: 	: 	: 	: 	: 	: 	: 	17 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,MT	: 	: 	: 	: 	: 	: 	: 	: 	31 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,NL	: 	: 	: 	: 	: 	: 	: 	: 	40 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,NO	: 	: 	: 	: 	: 	: 	: 	: 	3 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,PL	: 	: 	: 	: 	: 	: 	: 	: 	15 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,PT	: 	: 	: 	: 	: 	: 	: 	: 	20 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,RO	: 	: 	: 	: 	: 	: 	: 	: 	7 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,SE	: 	: 	: 	: 	: 	: 	: 	: 	21 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,SI	: 	: 	: 	: 	: 	: 	: 	: 	15 
PC_ENT_AESELL,SM_C10_N82_XK,E_AESWW,SK	: 	: 	: 	: 	: 	: 	: 	: 	6 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,AT	: 	: 	: 	: 	: 	: 	: 	: 	90 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,BE	: 	: 	: 	: 	: 	: 	: 	: 	93 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,BG	: 	: 	: 	: 	: 	: 	: 	: 	86 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,CY	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,CZ	: 	: 	: 	: 	: 	: 	: 	: 	96 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,DE	: 	: 	: 	: 	: 	: 	: 	: 	94 
PC_ENT_AESELL,SM_C10_N82_XK,E_ESELL,DK	: 	: 	: 	: 	: 	: 	: 	: 	80 
